Order City,Customer City,Order Country,Customer Country,Days for shipping (real),Sales per customer,Order Item Total,Shipping Mode,Delivery Status
Santo Domingo,Caguas,República Dominicana,Puerto Rico,2,327.980011,327.980011,First Class,Late delivery
Apopa,Caguas,El Salvador,Puerto Rico,2,299.9899902,299.9899902,First Class,Late delivery
Gorakhpur,Rio Grande,India,Puerto Rico,2,246.1499939,246.1499939,First Class,Late delivery
Yunyang,Humacao,China,Puerto Rico,2,83.98999786,83.98999786,First Class,Late delivery
Ashdod,Caguas,Israel,Puerto Rico,2,127.3899994,127.3899994,First Class,Late delivery
Hohhot,Caguas,China,Puerto Rico,2,124.7900009,124.7900009,First Class,Late delivery
Wellington,Caguas,Nueva Zelanda,Puerto Rico,2,57.59000015,57.59000015,First Class,Late delivery
Pune,Caguas,India,Puerto Rico,2,56.99000168,56.99000168,First Class,Late delivery
Pune,Caguas,India,Puerto Rico,2,123.4899979,123.4899979,First Class,Late delivery
Fengcheng,Caguas,China,Puerto Rico,2,122.8399963,122.8399963,First Class,Late delivery
Caloocan,Toa Alta,Filipinas,Puerto Rico,2,122.8399963,122.8399963,First Class,Late delivery
Caloocan,Toa Alta,Filipinas,Puerto Rico,2,120.8899994,120.8899994,First Class,Late delivery
Auckland,Caguas,Nueva Zelanda,Puerto Rico,2,118.2900009,118.2900009,First Class,Late delivery
Hobart,Caguas,Australia,Puerto Rico,2,50.38999939,50.38999939,First Class,Late delivery
Port Moresby,Caguas,Papúa Nueva Guinea,Puerto Rico,2,109.1900024,109.1900024,First Class,Late delivery
Fukuyama,Caguas,Japón,Puerto Rico,2,107.8899994,107.8899994,First Class,Late delivery
Yakarta,Caguas,Indonesia,Puerto Rico,2,107.8899994,107.8899994,First Class,Late delivery
Yunyang,Humacao,China,Puerto Rico,2,103.9899979,103.9899979,First Class,Late delivery
Nagpur,Vega Baja,India,Puerto Rico,2,45.0,45.0,First Class,Late delivery
Sydney,Caguas,Australia,Puerto Rico,2,42.0,42.0,First Class,Late delivery
Bagdad,Caguas,Irak,Puerto Rico,2,33.59000015,33.59000015,First Class,Late delivery
Bangkok,Caguas,Tailandia,Puerto Rico,2,290.980011,290.980011,First Class,Late delivery
Jeddah,Caguas,Arabia Saudí,Puerto Rico,2,290.980011,290.980011,First Class,Late delivery
Bangkok,Caguas,Tailandia,Puerto Rico,2,287.980011,287.980011,First Class,Late delivery
Changzhou,Caguas,China,Puerto Rico,2,284.980011,284.980011,First Class,Late delivery
Turgutlu,Caguas,Turquía,Puerto Rico,2,283.480011,283.480011,First Class,Late delivery
Tongchuan,Caguas,China,Puerto Rico,2,371.980011,371.980011,First Class,Late delivery
Pune,Caguas,India,Puerto Rico,2,278.980011,278.980011,First Class,Late delivery
Turgutlu,Caguas,Turquía,Puerto Rico,2,278.980011,278.980011,First Class,Late delivery
Bandung,Caguas,Indonesia,Puerto Rico,2,359.980011,359.980011,First Class,Late delivery
Shenyang,Caguas,China,Puerto Rico,2,254.9799957,254.9799957,First Class,Late delivery
Tiflis,Caguas,Georgia,Puerto Rico,2,248.9799957,248.9799957,First Class,Late delivery
Sydney,Toa Alta,Australia,Puerto Rico,2,239.9799957,239.9799957,First Class,Late delivery
Sydney,Caguas,Australia,Puerto Rico,2,10.15999985,10.15999985,First Class,Late delivery
Sydney,Caguas,Australia,Puerto Rico,2,221.5500031,221.5500031,First Class,Late delivery
New York City,Caguas,Estados Unidos,Puerto Rico,2,24.48999977,24.48999977,First Class,Late delivery
Seattle,Caguas,Estados Unidos,Puerto Rico,2,123.4899979,123.4899979,First Class,Late delivery
New York City,Caguas,Estados Unidos,Puerto Rico,2,120.8899994,120.8899994,First Class,Late delivery
Smyrna,Caguas,Estados Unidos,Puerto Rico,2,120.8899994,120.8899994,First Class,Late delivery
Smyrna,Caguas,Estados Unidos,Puerto Rico,2,118.2900009,118.2900009,First Class,Late delivery
Seattle,Caguas,Estados Unidos,Puerto Rico,2,54.59000015,54.59000015,First Class,Late delivery
Dallas,Caguas,Estados Unidos,Puerto Rico,2,50.99000168,50.99000168,First Class,Late delivery
North York,Caguas,Canada,Puerto Rico,2,107.8899994,107.8899994,First Class,Late delivery
New York City,Caguas,Estados Unidos,Puerto Rico,2,40.0,40.0,First Class,Late delivery
Gilbert,Caguas,Estados Unidos,Puerto Rico,2,24.23999977,24.23999977,First Class,Late delivery
New York City,Caguas,Estados Unidos,Puerto Rico,2,283.480011,283.480011,First Class,Late delivery
Smyrna,Caguas,Estados Unidos,Puerto Rico,2,278.980011,278.980011,First Class,Late delivery
Wilmington,Caguas,Estados Unidos,Puerto Rico,2,251.9799957,251.9799957,First Class,Late delivery
Wilmington,Caguas,Estados Unidos,Puerto Rico,2,248.9799957,248.9799957,First Class,Late delivery
Peoria,Caguas,Estados Unidos,Puerto Rico,2,248.9799957,248.9799957,First Class,Late delivery
Cape Town,Caguas,SudAfrica,Puerto Rico,2,169.9799957,169.9799957,First Class,Late delivery
Ibadan,Caguas,Nigeria,Puerto Rico,2,98.37999725,98.37999725,First Class,Late delivery
Ibadan,Caguas,Nigeria,Puerto Rico,2,96.0,96.0,First Class,Late delivery
Katsina,Caguas,Nigeria,Puerto Rico,2,95.0,95.0,First Class,Late delivery
Cesena,Caguas,Italia,Puerto Rico,2,99.58000183,99.58000183,First Class,Late delivery
Sheffield,Caguas,Reino Unido,Puerto Rico,2,89.98999786,89.98999786,First Class,Late delivery
Cognac,Caguas,Francia,Puerto Rico,2,99.0,99.0,First Class,Late delivery
Karlstad,Caguas,Suecia,Puerto Rico,2,95.0,95.0,First Class,Late delivery
Sheffield,Caguas,Reino Unido,Puerto Rico,2,75.58000183,75.58000183,First Class,Late delivery
Farnborough,Caguas,Reino Unido,Puerto Rico,2,82.0,82.0,First Class,Late delivery
León,Caguas,Nicaragua,Puerto Rico,2,197.9799957,197.9799957,First Class,Late delivery
Barranquilla,Caguas,Colombia,Puerto Rico,2,181.9799957,181.9799957,First Class,Late delivery
Apopa,Caguas,El Salvador,Puerto Rico,2,82.45999908,82.45999908,First Class,Late delivery
Monterrey,Caguas,México,Puerto Rico,2,149.9900055,149.9900055,First Class,Late delivery
Chihuahua,Caguas,México,Puerto Rico,2,117.5800018,117.5800018,First Class,Late delivery
Toluca,Caguas,México,Puerto Rico,2,113.9800034,113.9800034,First Class,Late delivery
Puerto Padre,Caguas,Cuba,Puerto Rico,2,107.9800034,107.9800034,First Class,Late delivery
San Nicolás de los Arroyos,Caguas,Argentina,Puerto Rico,2,89.98999786,89.98999786,First Class,Late delivery
Les Abymes,Caguas,Guadalupe,Puerto Rico,2,99.0,99.0,First Class,Late delivery
Buenos Aires,Caguas,Argentina,Puerto Rico,2,98.0,98.0,First Class,Late delivery
Fortaleza,Caguas,Brasil,Puerto Rico,2,75.98000336,75.98000336,First Class,Late delivery
Paraná,Caguas,Argentina,Puerto Rico,2,75.58000183,75.58000183,First Class,Late delivery
Mixco,Caguas,Guatemala,Puerto Rico,2,87.0,87.0,First Class,Late delivery
Changzhou,Caguas,China,Puerto Rico,2,104.3799973,104.3799973,First Class,Late delivery
Ashdod,Caguas,Israel,Puerto Rico,2,119.9800034,119.9800034,First Class,Late delivery
Sydney,Toa Alta,Australia,Puerto Rico,2,115.1800003,115.1800003,First Class,Late delivery
Hobart,Caguas,Australia,Puerto Rico,2,99.58000183,99.58000183,First Class,Late delivery
Port Moresby,Caguas,Papúa Nueva Guinea,Puerto Rico,2,75.98000336,75.98000336,First Class,Late delivery
Houston,Caguas,Estados Unidos,Puerto Rico,2,95.0,95.0,First Class,Late delivery
Seattle,Caguas,Estados Unidos,Puerto Rico,2,59.5,59.5,First Class,Late delivery
Turin,Caguas,Italia,Puerto Rico,2,224.9799957,224.9799957,First Class,Late delivery
Montpellier,Caguas,Francia,Puerto Rico,2,179.9700012,179.9700012,First Class,Late delivery
Valladolid,Caguas,España,Puerto Rico,2,161.9700012,161.9700012,First Class,Late delivery
Turin,Caguas,Italia,Puerto Rico,2,118.7699966,118.7699966,First Class,Late delivery
Nice,Caguas,Francia,Puerto Rico,2,118.7699966,118.7699966,First Class,Late delivery
Courbevoie,Caguas,Francia,Puerto Rico,2,141.75,141.75,First Class,Late delivery
Farnborough,Caguas,Reino Unido,Puerto Rico,2,101.9700012,101.9700012,First Class,Late delivery
Maisons-Alfort,Caguas,Francia,Puerto Rico,2,100.7699966,100.7699966,First Class,Late delivery
Hamburgo,Caguas,Alemania,Puerto Rico,2,126.0,126.0,First Class,Late delivery
Hermosillo,Caguas,México,Puerto Rico,2,81.90000153,81.90000153,First Class,Late delivery
Paraná,Caguas,Argentina,Puerto Rico,2,272.9700012,272.9700012,First Class,Late delivery
Mixco,Caguas,Guatemala,Puerto Rico,2,260.9700012,260.9700012,First Class,Late delivery
Santo Domingo,Caguas,República Dominicana,Puerto Rico,2,224.9799957,224.9799957,First Class,Late delivery
Coacalco,Caguas,México,Puerto Rico,2,224.9799957,224.9799957,First Class,Late delivery
León,Caguas,México,Puerto Rico,2,174.5700073,174.5700073,First Class,Late delivery
Mixco,Caguas,Guatemala,Puerto Rico,2,170.9700012,170.9700012,First Class,Late delivery
Colima,Caguas,México,Puerto Rico,2,163.7700043,163.7700043,First Class,Late delivery
Apopa,Caguas,El Salvador,Puerto Rico,2,119.9700012,119.9700012,First Class,Late delivery
Pirapora,Caguas,Brasil,Puerto Rico,2,147.0,147.0,First Class,Late delivery
Metepec,Caguas,México,Puerto Rico,2,111.5699997,111.5699997,First Class,Late delivery
Santiago de Chile,Caguas,Chile,Puerto Rico,2,74.97000122,74.97000122,First Class,Late delivery
Quetzaltenango,Caguas,Guatemala,Puerto Rico,2,46.04999924,46.04999924,First Class,Late delivery
Quetzaltenango,Caguas,Guatemala,Puerto Rico,2,137.25,137.25,First Class,Late delivery
Nagpur,Vega Baja,India,Puerto Rico,2,272.9700012,272.9700012,First Class,Late delivery
Sydney,Toa Alta,Australia,Puerto Rico,2,260.9700012,260.9700012,First Class,Late delivery
Fengcheng,Caguas,China,Puerto Rico,2,172.7700043,172.7700043,First Class,Late delivery
Jieyang,Caguas,China,Puerto Rico,2,172.7700043,172.7700043,First Class,Late delivery
Sydney,Caguas,Australia,Puerto Rico,2,134.9799957,134.9799957,First Class,Late delivery
Guangzhou,Caguas,China,Puerto Rico,2,118.7699966,118.7699966,First Class,Late delivery
Shenyang,Caguas,China,Puerto Rico,2,61.47999954,61.47999954,First Class,Late delivery
Houston,Caguas,Estados Unidos,Puerto Rico,2,105.5699997,105.5699997,First Class,Late delivery
Philadelphia,Caguas,Estados Unidos,Puerto Rico,2,127.5,127.5,First Class,Late delivery
Dallas,Caguas,Estados Unidos,Puerto Rico,2,98.37999725,98.37999725,First Class,Late delivery
Fayún,Caguas,Egipto,Puerto Rico,2,106.2099991,106.2099991,First Class,Late delivery
Dakar,Caguas,Senegal,Puerto Rico,2,148.7599945,148.7599945,First Class,Late delivery
Ibadan,Caguas,Nigeria,Puerto Rico,2,160.0,160.0,First Class,Late delivery
Turin,Caguas,Italia,Puerto Rico,2,235.1600037,235.1600037,First Class,Late delivery
Courbevoie,Caguas,Francia,Puerto Rico,2,232.7599945,232.7599945,First Class,Late delivery
Courbevoie,Caguas,Francia,Puerto Rico,2,230.3600006,230.3600006,First Class,Late delivery
Hamburgo,Caguas,Alemania,Puerto Rico,2,215.9600067,215.9600067,First Class,Late delivery
London,Caguas,Reino Unido,Puerto Rico,2,208.7700043,208.7700043,First Class,Late delivery
Maisons-Alfort,Caguas,Francia,Puerto Rico,2,208.7700043,208.7700043,First Class,Late delivery
Herne,Caguas,Alemania,Puerto Rico,2,187.1600037,187.1600037,First Class,Late delivery
Toluca,Caguas,México,Puerto Rico,2,331.9700012,331.9700012,First Class,Late delivery
Vassouras,Caguas,Brasil,Puerto Rico,2,166.0,166.0,First Class,Late delivery
Colima,Caguas,México,Puerto Rico,2,127.9700012,127.9700012,First Class,Late delivery
Petapa,Caguas,Guatemala,Puerto Rico,2,127.9700012,127.9700012,First Class,Late delivery
Taiping,Caguas,Malasia,Puerto Rico,2,399.9599915,399.9599915,First Class,Late delivery
Yakarta,Caguas,Indonesia,Puerto Rico,2,134.3600006,134.3600006,First Class,Late delivery
Jieyang,Caguas,China,Puerto Rico,2,371.9599915,371.9599915,First Class,Late delivery
Fukuyama,Caguas,Japón,Puerto Rico,2,339.9700012,339.9700012,First Class,Late delivery
Nagpur,Vega Baja,India,Puerto Rico,2,327.9700012,327.9700012,First Class,Late delivery
Tiflis,Caguas,Georgia,Puerto Rico,2,299.9700012,299.9700012,First Class,Late delivery
Bangkok,Caguas,Tailandia,Puerto Rico,2,232.7599945,232.7599945,First Class,Late delivery
Shenyang,Caguas,China,Puerto Rico,2,230.3600006,230.3600006,First Class,Late delivery
Taiping,Caguas,Malasia,Puerto Rico,2,218.3600006,218.3600006,First Class,Late delivery
Bandung,Caguas,Indonesia,Puerto Rico,2,215.9600067,215.9600067,First Class,Late delivery
Yakarta,Caguas,Indonesia,Puerto Rico,2,196.0,196.0,First Class,Late delivery
Fengcheng,Caguas,China,Puerto Rico,2,190.0,190.0,First Class,Late delivery
Bandung,Caguas,Indonesia,Puerto Rico,2,95.0,95.0,First Class,Late delivery
Tiflis,Caguas,Georgia,Puerto Rico,2,190.0,190.0,First Class,Late delivery
Yakarta,Caguas,Indonesia,Puerto Rico,2,151.1600037,151.1600037,First Class,Late delivery
Jieyang,Caguas,China,Puerto Rico,2,143.9600067,143.9600067,First Class,Late delivery
Charlotte,Caguas,Estados Unidos,Puerto Rico,2,196.7700043,196.7700043,First Class,Late delivery
Seattle,Caguas,Estados Unidos,Puerto Rico,2,399.9599915,399.9599915,First Class,Late delivery
Houston,Caguas,Estados Unidos,Puerto Rico,2,239.9600067,239.9600067,First Class,Late delivery
Dallas,Caguas,Estados Unidos,Puerto Rico,2,223.1600037,223.1600037,First Class,Late delivery
Columbia,Caguas,Estados Unidos,Puerto Rico,2,196.7700043,196.7700043,First Class,Late delivery
Franklin,Caguas,Estados Unidos,Puerto Rico,2,200.0,200.0,First Class,Late delivery
Columbus,Caguas,Estados Unidos,Puerto Rico,2,190.0,190.0,First Class,Late delivery
Columbus,Caguas,Estados Unidos,Puerto Rico,2,189.0,189.0,First Class,Late delivery
Bur Sudan,Caguas,Sudán,Puerto Rico,2,232.5,232.5,First Class,Late delivery
Dakar,Caguas,Senegal,Puerto Rico,2,167.9600067,167.9600067,First Class,Late delivery
Ibadan,Caguas,Nigeria,Puerto Rico,2,200.0,200.0,First Class,Late delivery
Herne,Caguas,Alemania,Puerto Rico,2,147.0,147.0,First Class,Late delivery
Ghent,Caguas,Bélgica,Puerto Rico,2,251.9600067,251.9600067,First Class,Late delivery
Valladolid,Caguas,España,Puerto Rico,2,239.9600067,239.9600067,First Class,Late delivery
Valladolid,Caguas,España,Puerto Rico,2,250.0,250.0,First Class,Late delivery
Ploiesti,Caguas,Rumania,Puerto Rico,2,245.0,245.0,First Class,Late delivery
Sheffield,Caguas,Reino Unido,Puerto Rico,2,145.5,145.5,First Class,Late delivery
Cognac,Caguas,Francia,Puerto Rico,2,308.0,308.0,First Class,Late delivery
Montpellier,Caguas,Francia,Puerto Rico,2,205.0,205.0,First Class,Late delivery
Buenos Aires,Caguas,Argentina,Puerto Rico,2,472.4500122,472.4500122,First Class,Late delivery
Buenos Aires,Caguas,Argentina,Puerto Rico,2,228.1300049,228.1300049,First Class,Late delivery
Querétaro,Caguas,México,Puerto Rico,2,278.9500122,278.9500122,First Class,Late delivery
Chihuahua,Caguas,México,Puerto Rico,2,278.9500122,278.9500122,First Class,Late delivery
Lima,Caguas,Perú,Puerto Rico,2,272.9500122,272.9500122,First Class,Late delivery
Mixco,Caguas,Guatemala,Puerto Rico,2,251.9600067,251.9600067,First Class,Late delivery
Tijuana,Caguas,México,Puerto Rico,2,248.9600067,248.9600067,First Class,Late delivery
São Leopoldo,Caguas,Brasil,Puerto Rico,2,242.5,242.5,First Class,Late delivery
Querétaro,Caguas,México,Puerto Rico,2,179.9600067,179.9600067,First Class,Late delivery
Querétaro,Caguas,México,Puerto Rico,2,93.75,93.75,First Class,Late delivery
Shenyang,Caguas,China,Puerto Rico,2,484.9500122,484.9500122,First Class,Late delivery
Port Moresby,Caguas,Papúa Nueva Guinea,Puerto Rico,2,399.9599915,399.9599915,First Class,Late delivery
Bangkok,Caguas,Tailandia,Puerto Rico,2,278.9500122,278.9500122,First Class,Late delivery
Tongchuan,Caguas,China,Puerto Rico,2,272.9500122,272.9500122,First Class,Late delivery
Yakarta,Caguas,Indonesia,Puerto Rico,2,242.5,242.5,First Class,Late delivery
Sydney,Caguas,Australia,Puerto Rico,2,189.9499969,189.9499969,First Class,Late delivery
Yunyang,Humacao,China,Puerto Rico,2,330.75,330.75,First Class,Late delivery
Pune,Caguas,India,Puerto Rico,2,217.5,217.5,First Class,Late delivery
Yakarta,Caguas,Indonesia,Puerto Rico,2,210.0,210.0,First Class,Late delivery
Albury,Caguas,Australia,Puerto Rico,2,187.5,187.5,First Class,Late delivery
Philadelphia,Caguas,Estados Unidos,Puerto Rico,2,374.9599915,374.9599915,First Class,Late delivery
Gilbert,Caguas,Estados Unidos,Puerto Rico,2,245.0,245.0,First Class,Late delivery
New York City,Caguas,Estados Unidos,Puerto Rico,2,225.0,225.0,First Class,Late delivery
Wilmington,Caguas,Estados Unidos,Puerto Rico,2,108.7099991,108.7099991,First Class,Late delivery
Langen,Caguas,Alemania,Puerto Rico,1,230.1199951,230.1199951,Same Day,Late delivery
Klaip?da,Caguas,Lituania,Puerto Rico,1,82.98999786,82.98999786,Same Day,Late delivery
Gothenburg,Caguas,Suecia,Puerto Rico,1,123.4899979,123.4899979,Same Day,Late delivery
Gómel,Caguas,Bielorrusia,Puerto Rico,1,110.4899979,110.4899979,Same Day,Late delivery
Gómel,Caguas,Bielorrusia,Puerto Rico,1,109.1900024,109.1900024,Same Day,Late delivery
Viena,Caguas,Austria,Puerto Rico,0,399.980011,399.980011,Same Day,Shipping on time
Helsinki,Caguas,Finlandia,Puerto Rico,0,379.980011,379.980011,Same Day,Shipping on time
Gothenburg,Caguas,Suecia,Puerto Rico,1,363.980011,363.980011,Same Day,Late delivery
San Sebastian,Caguas,España,Puerto Rico,0,269.980011,269.980011,Same Day,Shipping on time
Southend-on-Sea,Caguas,Reino Unido,Puerto Rico,1,260.980011,260.980011,Same Day,Late delivery
Gothenburg,Caguas,Suecia,Puerto Rico,1,254.9799957,254.9799957,Same Day,Late delivery
London,Caguas,Reino Unido,Puerto Rico,1,29.37000084,29.37000084,Same Day,Late delivery
Buenos Aires,Caguas,Argentina,Puerto Rico,1,87.98999786,87.98999786,Same Day,Late delivery
Petapa,Caguas,Guatemala,Puerto Rico,0,79.98999786,79.98999786,Same Day,Shipping on time
San Justo,Caguas,Argentina,Puerto Rico,1,123.4899979,123.4899979,Same Day,Late delivery
São Paulo,Caguas,Brasil,Puerto Rico,0,106.5899963,106.5899963,Same Day,Shipping on time
Bogotá,Caguas,Colombia,Puerto Rico,1,39.99000168,39.99000168,Same Day,Late delivery
Buenos Aires,Caguas,Argentina,Puerto Rico,1,387.980011,387.980011,Same Day,Late delivery
Buenos Aires,Caguas,Argentina,Puerto Rico,1,283.480011,283.480011,Same Day,Late delivery
San Justo,Caguas,Argentina,Puerto Rico,1,260.980011,260.980011,Same Day,Late delivery
Lianyuan,Caguas,China,Puerto Rico,1,73.43000031,73.43000031,Same Day,Late delivery
Mandurah,Caguas,Australia,Puerto Rico,1,71.73999786,71.73999786,Same Day,Late delivery
Broken Hill,Caguas,Australia,Puerto Rico,0,84.98999786,84.98999786,Same Day,Shipping on time
Sydney,Caguas,Australia,Puerto Rico,0,129.9900055,129.9900055,Same Day,Shipping on time
Taizhou,Caguas,China,Puerto Rico,1,109.1900024,109.1900024,Same Day,Late delivery
Manila,Caguas,Filipinas,Puerto Rico,0,109.1900024,109.1900024,Same Day,Shipping on time
Taizhou,Caguas,China,Puerto Rico,1,107.8899994,107.8899994,Same Day,Late delivery
Broken Hill,Caguas,Australia,Puerto Rico,0,97.48999786,97.48999786,Same Day,Shipping on time
Ankara,Caguas,Turquía,Puerto Rico,0,35.18999863,35.18999863,Same Day,Shipping on time
Broken Hill,Caguas,Australia,Puerto Rico,0,41.5,41.5,Same Day,Shipping on time
Kathmandu,Caguas,Nepal,Puerto Rico,1,479.3200073,479.3200073,Same Day,Late delivery
Sydney,Caguas,Australia,Puerto Rico,0,299.980011,299.980011,Same Day,Shipping on time
Kunming,Caguas,China,Puerto Rico,1,299.9899902,299.9899902,Same Day,Late delivery
Sukabumi,Caguas,Indonesia,Puerto Rico,1,24.86000061,24.86000061,Same Day,Late delivery
Kanpur,Caguas,India,Puerto Rico,1,38.56000137,38.56000137,Same Day,Late delivery
Bijapur,Caguas,India,Puerto Rico,1,246.3099976,246.3099976,Same Day,Late delivery
Raleigh,Caguas,Estados Unidos,Puerto Rico,1,48.0,48.0,Same Day,Late delivery
Raleigh,Caguas,Estados Unidos,Puerto Rico,1,299.980011,299.980011,Same Day,Late delivery
Raleigh,Caguas,Estados Unidos,Puerto Rico,1,296.980011,296.980011,Same Day,Late delivery
Newark,Caguas,Estados Unidos,Puerto Rico,0,278.980011,278.980011,Same Day,Shipping on time
Mwanza,Caguas,Tanzania,Puerto Rico,1,103.8899994,103.8899994,Same Day,Late delivery
Southend-on-Sea,Caguas,Reino Unido,Puerto Rico,1,173.9799957,173.9799957,Same Day,Late delivery
Viena,Caguas,Austria,Puerto Rico,1,95.98000336,95.98000336,Same Day,Late delivery
Gothenburg,Caguas,Suecia,Puerto Rico,1,84.0,84.0,Same Day,Late delivery
Bogotá,Caguas,Colombia,Puerto Rico,1,119.9800034,119.9800034,Same Day,Late delivery
Moca,Caguas,República Dominicana,Puerto Rico,1,111.5800018,111.5800018,Same Day,Late delivery
São Paulo,Caguas,Brasil,Puerto Rico,0,101.9800034,101.9800034,Same Day,Shipping on time
Sydney,Caguas,Australia,Puerto Rico,0,185.9799957,185.9799957,Same Day,Shipping on time
Sydney,Caguas,Australia,Puerto Rico,0,116.3799973,116.3799973,Same Day,Shipping on time
Kuala Lumpur,Caguas,Malasia,Puerto Rico,0,107.9800034,107.9800034,Same Day,Shipping on time
Kunming,Caguas,China,Puerto Rico,1,98.0,98.0,Same Day,Late delivery
Brisbane,Caguas,Australia,Puerto Rico,1,85.0,85.0,Same Day,Late delivery
Taizhou,Caguas,China,Puerto Rico,1,44.97999954,44.97999954,Same Day,Late delivery
Viena,Caguas,Austria,Puerto Rico,1,149.3800049,149.3800049,Same Day,Late delivery
Southend-on-Sea,Caguas,Reino Unido,Puerto Rico,1,109.1699982,109.1699982,Same Day,Late delivery
Huehuetenango,Caguas,Guatemala,Puerto Rico,1,290.9700012,290.9700012,Same Day,Late delivery
Broken Hill,Caguas,Australia,Puerto Rico,0,170.0700073,170.0700073,Same Day,Shipping on time
Manila,Caguas,Filipinas,Puerto Rico,0,163.7700043,163.7700043,Same Day,Shipping on time
Kuala Lumpur,Caguas,Malasia,Puerto Rico,0,100.7699966,100.7699966,Same Day,Shipping on time
Broken Hill,Caguas,Australia,Puerto Rico,0,124.5,124.5,Same Day,Shipping on time
Taizhou,Caguas,China,Puerto Rico,1,67.47000122,67.47000122,Same Day,Late delivery
Viena,Caguas,Austria,Puerto Rico,0,379.9599915,379.9599915,Same Day,Shipping on time
Klaip?da,Caguas,Lituania,Puerto Rico,1,327.9700012,327.9700012,Same Day,Late delivery
Gómel,Caguas,Bielorrusia,Puerto Rico,1,194.0,194.0,Same Day,Late delivery
Gómel,Caguas,Bielorrusia,Puerto Rico,1,192.0,192.0,Same Day,Late delivery
Taizhou,Caguas,China,Puerto Rico,1,347.9700012,347.9700012,Same Day,Late delivery
Manila,Caguas,Filipinas,Puerto Rico,0,150.0,150.0,Same Day,Shipping on time
Mwanza,Caguas,Tanzania,Puerto Rico,1,278.9500122,278.9500122,Same Day,Late delivery
Klaip?da,Caguas,Lituania,Puerto Rico,1,169.9600067,169.9600067,Same Day,Late delivery
Helsinki,Caguas,Finlandia,Puerto Rico,0,205.0,205.0,Same Day,Shipping on time
Klaip?da,Caguas,Lituania,Puerto Rico,1,112.4599991,112.4599991,Same Day,Late delivery
Petapa,Caguas,Guatemala,Puerto Rico,0,142.5,142.5,Same Day,Shipping on time
São Paulo,Caguas,Brasil,Puerto Rico,0,269.9599915,269.9599915,Same Day,Shipping on time
Tegucigalpa,Caguas,Honduras,Puerto Rico,1,232.5,232.5,Same Day,Late delivery
San Justo,Caguas,Argentina,Puerto Rico,1,179.9600067,179.9600067,Same Day,Late delivery
Huehuetenango,Caguas,Guatemala,Puerto Rico,1,163.9600067,163.9600067,Same Day,Late delivery
Tegucigalpa,Caguas,Honduras,Puerto Rico,0,205.0,205.0,Same Day,Shipping on time
San Justo,Caguas,Argentina,Puerto Rico,1,187.5,187.5,Same Day,Late delivery
Antalya,Caguas,Turquía,Puerto Rico,0,287.9500122,287.9500122,Same Day,Shipping on time
Newark,Caguas,Estados Unidos,Puerto Rico,0,187.5,187.5,Same Day,Shipping on time
Fayún,Caguas,Egipto,Puerto Rico,5,44.99000168,44.99000168,Second Class,Late delivery
Lome,Caguas,Togo,Puerto Rico,3,126.0899963,126.0899963,Second Class,Late delivery
Rabat,Caguas,Marruecos,Puerto Rico,5,109.1900024,109.1900024,Second Class,Late delivery
Bulawayo,Caguas,Zimbabue,Puerto Rico,4,97.48999786,97.48999786,Second Class,Late delivery
Lome,Caguas,Togo,Puerto Rico,3,284.980011,284.980011,Second Class,Late delivery
Lome,Caguas,Togo,Puerto Rico,3,283.480011,283.480011,Second Class,Late delivery
Malanje,Caguas,Angola,Puerto Rico,6,254.9799957,254.9799957,Second Class,Late delivery
Northampton,Caguas,Reino Unido,Puerto Rico,6,1365.0,1365.0,Second Class,Late delivery
Madrid,Caguas,España,Puerto Rico,5,97.98999786,97.98999786,Second Class,Late delivery
Nacka,Caguas,Suecia,Puerto Rico,2,86.98999786,86.98999786,Second Class,Shipping on time
Reus,Caguas,España,Puerto Rico,5,24.89999962,24.89999962,Second Class,Late delivery
San Galo,Caguas,Suiza,Puerto Rico,2,74.98999786,74.98999786,Second Class,Shipping on time
Gronau,Caguas,Alemania,Puerto Rico,2,74.98999786,74.98999786,Second Class,Shipping on time
Rennes,Caguas,Francia,Puerto Rico,6,74.98999786,74.98999786,Second Class,Late delivery
Lublin,Caguas,Polonia,Puerto Rico,3,59.99000168,59.99000168,Second Class,Late delivery
Neuilly-sur-Marne,Caguas,Francia,Puerto Rico,5,59.99000168,59.99000168,Second Class,Late delivery
Ufa,Caguas,Rusia,Puerto Rico,4,59.38999939,59.38999939,Second Class,Late delivery
Lublin,Caguas,Polonia,Puerto Rico,3,59.38999939,59.38999939,Second Class,Late delivery
Dublín,Caguas,Irlanda,Puerto Rico,4,127.3899994,127.3899994,Second Class,Late delivery
Girona,Caguas,España,Puerto Rico,4,127.3899994,127.3899994,Second Class,Late delivery
Gronau,Yauco,Alemania,Puerto Rico,4,127.3899994,127.3899994,Second Class,Late delivery
Strasbourg,Caguas,Francia,Puerto Rico,5,126.0899963,126.0899963,Second Class,Late delivery
Gronau,Yauco,Alemania,Puerto Rico,4,126.0899963,126.0899963,Second Class,Late delivery
Irkutsk,Caguas,Rusia,Puerto Rico,6,123.4899979,123.4899979,Second Class,Late delivery
Quimper,Caguas,Francia,Puerto Rico,3,332.1000061,332.1000061,Second Class,Late delivery
Fuenlabrada,Caguas,España,Puerto Rico,3,116.9899979,116.9899979,Second Class,Late delivery
Perugia,Caguas,Italia,Puerto Rico,5,116.9899979,116.9899979,Second Class,Late delivery
Strasbourg,Caguas,Francia,Puerto Rico,5,53.99000168,53.99000168,Second Class,Late delivery
